gene_id,gene_symbol,chromosome,loeuf,loeuf_quintile,analysis_stratum,mutation_rate_correction,mu_snp_PTV,mu_snp_Mis2,mu_snp_Mis1,mu_snp_Mis0,mu_snp_Syn,corrected_mu_snp_PTV,corrected_mu_snp_Mis2,corrected_mu_snp_Mis1,corrected_mu_snp_Mis0,corrected_mu_snp_Syn
ENSG00000189308,LIN54,4,0.172,1,LOEUF1_mu2,0.90368650348901,2.3146e-06,2.8933e-06,3.5803e-06,1.3355e-05,7.4281e-06,2.09167278097566e-06,2.61463616054475e-06,3.2354687884417e-06,1.20687332540957e-05,6.71267371656672e-06
ENSG00000189319,FAM53B,10,0.416,1,LOEUF1_mu2,0.988622112128243,9.8397e-07,5.9079e-08,7.242e-07,1.7714e-05,7.0495e-06,9.72774499670827e-07,5.84068057624244e-08,7.15960133603273e-07,1.75124520942397e-05,6.96929157944805e-06
ENSG00000189320,FAM180A,7,1.575,5,LOEUF5,0.952456150409379,3.7724e-07,0,6.378e-08,6.529e-06,3.264e-06,3.59304558180434e-07,0,6.07476532731102e-08,6.21858620602283e-06,3.10881687493621e-06
ENSG00000189325,C6orf222,6,1.318,4,LOEUF4,0.953660893710404,1.9463e-06,0,1.1857e-08,2.0395e-05,9.8371e-06,1.85611019742856e-06,0,1.13075572167243e-08,1.94499139272237e-05,9.38125757751861e-06
ENSG00000189334,S100A14,1,1.806,5,LOEUF5,0.973692230061533,4.6174e-07,0,9.4861e-08,3.3411e-06,1.4698e-06,4.49592650308612e-07,0,9.23654186358671e-08,3.25320310985859e-06,1.43113283974444e-06
ENSG00000189337,KAZN,1,0.381,1,LOEUF1_mu1,1.06414236404302,2.4204e-06,9.02e-07,5.737e-06,3.0324e-05,1.7356e-05,2.57565017792972e-06,9.59856412366803e-07,6.1049847425148e-06,3.22690530472405e-05,1.84692548703306e-05
ENSG00000189339,SLC35E2B,1,0.964,3,LOEUF3,0.94475472354853,1.2082e-06,8.2768e-09,1.1259e-06,1.4651e-05,9.2295e-06,1.14145265699133e-06,7.81954589586647e-09,1.06369934324329e-06,1.38416014547095e-05,8.71961372099115e-06
ENSG00000189350,TOGARAM2,2,1.075,4,LOEUF4,1.1380489982186,2.5214e-06,0,4.222e-08,3.8569e-05,1.746e-05,2.86947674410837e-06,0,4.80484287047891e-08,4.3893411812293e-05,1.98703355088967e-05
ENSG00000189362,NEMP2,2,0.995,3,LOEUF3,1.03676761891924,1.4088e-06,2.3564e-08,1.3675e-06,1.007e-05,4.9205e-06,1.46059822153343e-06,2.4430392172213e-08,1.41777971887206e-06,1.04402499225168e-05,5.10141506889213e-06
ENSG00000189367,KIAA0408,6,0.801,3,LOEUF3,0.99853712775137,1.8122e-06,0,1.0059e-07,1.8334e-05,6.9782e-06,1.80954898291103e-06,0,1.0044284968051e-07,1.83071797001936e-05,6.96799178487461e-06
ENSG00000189375,TBC1D28,17,1.811,5,LOEUF5,0.915607050423179,9.4956e-07,0,0,6.6917e-06,2.9081e-06,8.69423830799833e-07,0,0,6.12696769931678e-06,2.66267686333565e-06
ENSG00000189376,C8orf76,8,1.611,5,LOEUF5,0.974675365483329,1.0154e-06,0,1.4735e-07,8.7626e-06,4.0514e-06,9.89685366111772e-07,0,1.43618415103969e-07,8.54069035758422e-06,3.94879977571916e-06
ENSG00000189377,CXCL17,19,1.518,5,LOEUF5,0.986781595686185,4.2566e-07,0,1.1647e-08,2.932e-06,1.3482e-06,4.20033454019781e-07,0,1.1493045244957e-08,2.89324363855189e-06,1.33037894730411e-06
ENSG00000189403,HMGB1,13,0.473,2,LOEUF2,0.971051183709533,6.1402e-07,2.0998e-06,2.3029e-06,5.4902e-07,1.7908e-06,5.96244847821327e-07,2.03901327555328e-06,2.23623377096468e-06,5.33126520880208e-07,1.73895845978703e-06
ENSG00000189409,MMP23B,1,1.834,5,LOEUF5,1.97761696667773,8.3056e-07,1.9221e-07,1.1819e-07,8.2379e-06,4.3249e-06,1.64252954784386e-06,3.80117757165127e-07,2.33734549291641e-07,1.62914108097945e-05,8.55299561918453e-06
ENSG00000189410,SH2D5,1,1.094,4,LOEUF4,0.971128802094308,1.2022e-06,0,2.2255e-07,1.9595e-05,8.34e-06,1.16749104587778e-06,0,2.16124714906088e-07,1.9029268877038e-05,8.09921420946653e-06
ENSG00000189430,NCR1,19,1.454,5,LOEUF5,1.06167203102055,1.1826e-06,0,9.5264e-08,9.4847e-06,4.1841e-06,1.2555333438849e-06,0,1.01139124363141e-07,1.00696407126206e-05,4.44214194499306e-06
ENSG00000189433,GJB4,1,1.739,5,LOEUF5,0.973552395341869,2.9816e-07,0,7.5301e-08,1.1666e-05,5.1955e-06,2.90274382195132e-07,0,7.33094689216381e-08,1.13574622440582e-05,5.05809146999868e-06
ENSG00000196071,OR2L13,1,1.581,5,LOEUF5,0.978857413403395,4.7881e-07,0,0,8.6918e-06,3.2973e-06,4.6868671811168e-07,0,0,8.50803286581963e-06,3.22758654921502e-06
ENSG00000196072,BLOC1S2,10,1.178,4,LOEUF4,0.97886120319485,4.4828e-07,5.2171e-07,1.0154e-06,1.8169e-06,1.4335e-06,4.38803900168187e-07,5.10681678318785e-07,9.93935665724051e-07,1.77849292008472e-06,1.40319753477982e-06
ENSG00000196074,SYCP2,20,0.183,1,LOEUF1_mu1,0.966968404861922,5.2945e-06,9.1838e-08,5.6625e-07,3.4935e-05,1.3152e-05,5.11961421954145e-06,8.88044443657092e-08,5.47545859253064e-07,3.37810412238513e-05,1.2717568460744e-05
ENSG00000196081,ZNF724,19,1.235,4,LOEUF4,0.99653555931268,9.6163e-07,0,8.9816e-08,1.4375e-05,5.009e-06,9.58298489901853e-07,0,8.95048377952277e-08,1.43251986651198e-05,4.99164661659722e-06
ENSG00000196083,IL1RAP,3,0.444,2,LOEUF2,0.986993599255309,1.708e-06,4.7493e-07,1.4983e-06,1.7775e-05,7.0652e-06,1.68578506752807e-06,4.68752870094324e-07,1.47881250976423e-06,1.75438112267631e-05,6.97330717745861e-06
ENSG00000196090,PTPRT,20,0.18,1,LOEUF1_mu1,1.01597702752732,5.261e-06,4.1367e-06,9.3225e-06,4.2861e-05,2.2915e-05,5.34505514182124e-06,4.20279216977227e-06,9.47144583912346e-06,4.35457913768485e-05,2.32811135857886e-05
ENSG00000196091,MYBPC1,12,0.46,2,LOEUF2,0.956132531121714,3.5393e-06,1.9124e-07,4.1358e-06,2.7751e-05,1.1174e-05,3.38403986739908e-06,1.82850785251717e-07,3.95437292221318e-06,2.65336338711587e-05,1.0683824902754e-05
ENSG00000196092,PAX5,9,0.165,1,LOEUF1_mu2,1.00853241102709,1.042e-06,3.6405e-06,1.9785e-06,1.0204e-05,7.6449e-06,1.05089077229023e-06,3.67156224234413e-06,1.9953813752171e-06,1.02910647221205e-05,7.71012942906103e-06
ENSG00000196098,OR5K4,3,1.926,5,LOEUF5,1.01850957120536,2.3988e-07,0,0,7.979e-06,2.7709e-06,2.44320075940742e-07,0,0,8.12668786864757e-06,2.82218817085293e-06
ENSG00000196099,OR6M1,11,1.802,5,LOEUF5,1.03484442810489,3.6524e-07,0,0,8.2719e-06,3.4409e-06,3.77966578921029e-07,0,0,8.5601296248408e-06,3.5607961926661e-06
ENSG00000196104,SPOCK3,4,0.569,2,LOEUF2,1.01106763129584,1.3492e-06,0,4.9997e-07,1.0334e-05,4.1942e-06,1.36413244814434e-06,0,5.05503483618979e-07,1.04483729018112e-05,4.240619859181e-06
ENSG00000196109,ZNF676,19,1.606,5,LOEUF5,0.973715477126804,1.075e-06,0,1.6246e-08,1.3682e-05,4.8785e-06,1.04674413791131e-06,0,1.58189816414021e-08,1.33223751580489e-05,4.75027095516312e-06
ENSG00000196110,ZNF699,19,0.872,3,LOEUF3,0.924630260571273,1.3312e-06,0,3.8566e-07,1.5506e-05,6.0166e-06,1.23086780287248e-06,0,3.56592906291917e-07,1.43373168204182e-05,5.56313042575312e-06
ENSG00000196116,TDRD7,9,0.482,2,LOEUF2,0.91218331167233,2.7555e-06,0,1.1478e-06,2.8061e-05,1.1366e-05,2.51352111531311e-06,0,1.0470040051375e-06,2.55967759088373e-05,1.03678755204677e-05
ENSG00000196118,CCDC189,16,1.178,4,LOEUF4,0.977203591416333,6.3365e-07,0,8.5589e-08,1.077e-05,5.0152e-06,6.19205055700959e-07,0,8.36378781857325e-08,1.05244826795539e-05,4.90087145167119e-06
ENSG00000196119,OR8A1,11,1.501,5,LOEUF5,0.974748637263061,3.4063e-07,0,0,8.6705e-06,4.0644e-06,3.32028628310916e-07,0,0,8.45155805938937e-06,3.96176836129198e-06
ENSG00000196123,KIAA0895L,16,0.717,2,LOEUF2,0.932664270462834,1.3048e-06,3.8786e-07,1.8435e-06,1.6737e-05,6.7202e-06,1.21694034009991e-06,3.61743163941715e-07,1.71936658259823e-06,1.56100018947365e-05,6.26769043036434e-06
ENSG00000196126,HLA-DRB1,6,1.156,4,LOEUF4,1.05433478771583,7.6847e-07,3.304e-08,2.467e-06,3.6349e-06,2.7484e-06,8.1022465431598e-07,3.48352213861309e-08,2.60104392129494e-06,3.83240151986825e-06,2.89773373055817e-06
ENSG00000196132,MYT1,20,0.304,1,LOEUF1_mu1,0.903229143807867,3.5764e-06,2.7066e-06,6.8093e-06,3.1983e-05,1.9938e-05,3.23030870991445e-06,2.44468000063037e-06,6.15035820893091e-06,2.8887977706407e-05,1.80085826692412e-05
ENSG00000196136,SERPINA3,14,1.902,5,LOEUF5,1.12839126712463,7.0286e-07,0,1.1515e-08,1.1829e-05,5.717e-06,7.93101086011216e-07,0,1.29934254409401e-08,1.33477402988172e-05,6.4510128741515e-06
ENSG00000196139,AKR1C3,10,1.861,5,LOEUF5,1.05737661007308,1.6701e-06,0,8.3005e-08,9.4763e-06,3.3988e-06,1.76592467648305e-06,0,8.77675455191158e-08,1.00200179700355e-05,3.59381162231638e-06
ENSG00000196141,SPATS2L,2,0.434,2,LOEUF2,0.959916480442482,1.5851e-06,1.3715e-06,3.8193e-06,1.4582e-05,8.331e-06,1.52156361314938e-06,1.31652545292686e-06,3.66620901375397e-06,1.39975021178123e-05,7.99706419856632e-06
ENSG00000196150,ZNF250,8,0.499,2,LOEUF2,0.936349793572355,1.1085e-06,1.826e-06,6.4302e-06,1.0108e-05,7.5549e-06,1.03794374617496e-06,1.70977472306312e-06,6.02091644262896e-06,9.46462371342937e-06,7.07402905545979e-06
ENSG00000196151,WDSUB1,2,1.359,4,LOEUF4,0.962264142173622,1.2815e-06,0,3.759e-07,1.1959e-05,4.7649e-06,1.2331414981955e-06,0,3.61715091043064e-07,1.15077168762543e-05,4.58509241104309e-06
ENSG00000196152,ZNF79,9,0.686,2,LOEUF2,0.942291168950486,1.0835e-06,0,6.788e-07,1.531e-05,7.8337e-06,1.02097248155785e-06,0,6.3962724548359e-07,1.44264777966319e-05,7.38162633020742e-06
ENSG00000196154,S100A4,1,1.864,5,LOEUF5,0.961990598565604,1.075e-07,0,1.5179e-07,2.7566e-06,1.2573e-06,1.03413989345802e-07,0,1.46020552956273e-07,2.65182328400595e-06,1.20951077957653e-06
ENSG00000196155,PLEKHG4,16,0.766,3,LOEUF3,0.899175711175109,3.4578e-06,1.4926e-08,7.276e-07,4.2476e-05,1.8216e-05,3.10916977410129e-06,1.34210966649997e-08,6.54240247451009e-07,3.81933875078739e-05,1.63793847547658e-05
ENSG00000196159,FAT4,4,0.184,1,LOEUF1_mu1,0.950560679191812,7.2622e-06,1.297e-07,1.0469e-05,0.00012474,5.4686e-05,6.90316176442678e-06,1.23287720091178e-07,9.95141975045908e-06,0.000118572939122387,5.19823613022834e-05
ENSG00000196169,KIF19,17,0.97,3,LOEUF3,0.963956601452465,2.6571e-06,2.9931e-07,2.7495e-06,4.3069e-05,1.9484e-05,2.56132908571934e-06,2.88521850380737e-07,2.65039867569355e-06,4.15166468679562e-05,1.87817304226998e-05
ENSG00000196171,OR6K2,1,1.883,5,LOEUF5,0.948834983218813,4.4518e-07,0,0,9.1211e-06,3.425e-06,4.22402357829351e-07,0,0,8.65441876543712e-06,3.24975981752444e-06
ENSG00000196172,ZNF681,19,1.617,5,LOEUF5,0.944872432709131,9.8028e-07,0,3.4549e-08,1.432e-05,5.2218e-06,9.26239548336107e-07,0,3.26443976776678e-08,1.35305732363948e-05,4.93393486912054e-06
ENSG00000196177,ACADSB,10,1.172,4,LOEUF4,0.957290223129627,1.1769e-06,0,9.8848e-08,1.0888e-05,4.3727e-06,1.12663486360126e-06,0,9.46262239759173e-08,1.04229759494354e-05,4.18594295867892e-06
ENSG00000196182,STK40,1,0.227,1,LOEUF1_mu2,0.939186585586703,1.114e-06,2.2818e-06,3.7477e-06,1.4454e-05,9.2338e-06,1.04625385634359e-06,2.14303595099174e-06,3.51978956680329e-06,1.35750029080702e-05,8.6722610939905e-06
ENSG00000196184,OR10J1,1,1.929,5,LOEUF5,1.27337790295601,2.9981e-07,0,0,8.116e-06,3.2583e-06,3.8177142908524e-07,0,0,1.0334735060391e-05,4.14904722120156e-06
ENSG00000196187,TMEM63A,1,0.834,3,LOEUF3,0.973505384845568,2.4291e-06,2.88e-08,6.9804e-07,2.5696e-05,1.193e-05,2.36474193032837e-06,2.80369550835523e-08,6.795456988376e-07,2.50151943689917e-05,1.16139192412076e-05
ENSG00000196188,CTSE,1,1.618,5,LOEUF5,0.981050709484903,8.6673e-07,0,1.3249e-06,1.0933e-05,6.0768e-06,8.5030608143185e-07,0,1.29979408499655e-06,1.07258274067984e-05,5.96164895139786e-06
ENSG00000196189,SEMA4A,1,0.641,2,LOEUF2,0.919685465037218,2.1125e-06,0,8.2588e-07,2.2391e-05,1.0128e-05,1.94283554489112e-06,0,7.59549831864937e-07,2.05926772476483e-05,9.31457438989694e-06
ENSG00000196199,MPHOSPH8,13,0.525,2,LOEUF2,0.97088078830042,2.2727e-06,1.9748e-08,9.4206e-07,2.1755e-05,1.0923e-05,2.20652076757036e-06,1.91729538073567e-08,9.14627955426294e-07,2.11215115494756e-05,1.06049308506055e-05
ENSG00000196208,GREB1,2,0.476,2,LOEUF2,0.999511555374545,4.8662e-06,4.8053e-07,4.2335e-06,7.06e-05,3.9832e-05,4.86382313076361e-06,4.8029528770413e-07,4.23143216967814e-06,7.05655158094428e-05,3.98125442736789e-05
ENSG00000196209,SIRPB2,20,1.123,4,LOEUF4,0.929001987123318,5.7401e-07,0,3.2119e-08,9.421e-06,4.1901e-06,5.33256430628656e-07,0,2.98386148244138e-08,8.75212772068878e-06,3.89261122624541e-06
ENSG00000196214,ZNF766,19,1.868,5,LOEUF5,0.942129143983211,1.4467e-06,0,7.6606e-08,1.1262e-05,4.1539e-06,1.36297823260051e-06,0,7.21727452039779e-08,1.06102584195389e-05,3.91351025119186e-06
ENSG00000196218,RYR1,19,0.456,2,LOEUF2,0.987509601184183,1.588e-05,2.8214e-07,2.8009e-05,0.00018828,9.8745e-05,1.56816524668048e-05,2.78615958878105e-07,2.76591564195678e-05,0.000185928307710958,9.75116355689322e-05
ENSG00000196220,SRGAP3,3,0.243,1,LOEUF1_mu1,1.0237626143827,3.6779e-06,9.631e-07,3.8143e-06,3.8659e-05,1.8808e-05,3.76529651943814e-06,9.85985773911979e-07,3.90493774003994e-06,3.95776389094208e-05,1.92549272513098e-05
ENSG00000196224,KRTAP5-3,11,1.679,5,LOEUF5,0.927759487693617,2.7981e-07,0,9.6905e-08,6.0767e-06,2.4666e-06,2.59596382251551e-07,0,8.990453315495e-08,5.6377160788678e-06,2.28841155234508e-06
ENSG00000196228,SULT1C3,2,1.926,5,LOEUF5,0.99797081932317,7.193e-07,0,0,7.7389e-06,3.1886e-06,7.17840410339156e-07,0,0,7.72319637366008e-06,3.18212975449386e-06
ENSG00000196230,TUBB,6,0.292,1,LOEUF1_mu2,0.937076093188467,1.0216e-06,7.4303e-06,8.7617e-06,1.472e-06,6.8964e-06,9.57316936801338e-07,6.96275649521827e-06,8.21037960568939e-06,1.37937600917342e-06,6.46245156906494e-06
ENSG00000196233,LCOR,10,0.345,1,LOEUF1_mu1,0.925086331501259,3.6388e-06,1.2448e-06,2.2842e-06,4.9322e-05,2.1707e-05,3.36620414306678e-06,1.15154746545277e-06,2.11308219841518e-06,4.56271080423051e-05,2.00808489978978e-05
ENSG00000196235,SUPT5H,19,0.074,1,LOEUF1_mu1,0.961148494683664,3.9995e-06,6.2725e-06,1.264e-05,2.6621e-05,1.8055e-05,3.84411340448732e-06,6.02880393290328e-06,1.21489169728015e-05,2.55867340769738e-05,1.73535360715136e-05
ENSG00000196236,XPNPEP3,22,0.879,3,LOEUF3,0.93485821151666,2.0312e-06,0,9.6923e-07,1.4882e-05,5.6787e-06,1.89888399923264e-06,0,9.06092624348292e-07,1.39125599037909e-05,5.30877932573965e-06
ENSG00000196240,OR2T2,1,1.517,5,LOEUF5,0.5327201379862,4.7018e-07,0,0,9.8867e-06,4.3283e-06,2.50474354478352e-07,0,0,5.26684418822817e-06,2.30577257324567e-06
ENSG00000196247,ZNF107,7,1.901,5,LOEUF5,0.96380110718965,1.7143e-06,0,2.9628e-08,1.9281e-05,6.7436e-06,1.65224423805522e-06,0,2.8555499203815e-08,1.85830491477236e-05,6.49948914644413e-06
ENSG00000196248,OR10S1,11,1.87,5,LOEUF5,0.968471705958774,2.4902e-07,0,0,1.0149e-05,4.0371e-06,2.41168824217854e-07,0,0,9.8290193437756e-06,3.90981712412617e-06
ENSG00000196260,SFTA2,6,1.792,5,LOEUF5,0.992870297925724,1.6365e-07,0,0,1.8741e-06,1.0007e-06,1.62483224255545e-07,0,0,1.8607382253426e-06,9.93565307134272e-07
ENSG00000196262,PPIA,7,0.714,2,LOEUF2,0.965438866990019,4.9664e-07,8.0033e-07,1.0931e-06,3.6939e-06,1.9897e-06,4.79475558901923e-07,7.72669688418121e-07,1.05532122550679e-06,3.56623463077443e-06,1.92093371365004e-06
ENSG00000196263,ZNF471,19,0.867,3,LOEUF3,0.927198150170259,1.1888e-06,0,1.935e-07,1.4918e-05,5.1799e-06,1.1022531609224e-06,0,1.79412842057945e-07,1.38319420042399e-05,4.80279369806693e-06
ENSG00000196266,OR10J3,1,1.87,5,LOEUF5,0.999604502132831,2.6223e-07,0,0,8.4745e-06,3.1476e-06,2.62126288594292e-07,0,0,8.47114835332467e-06,3.1463551309133e-06
ENSG00000196267,ZNF836,19,1.955,5,LOEUF5,0.927031087067351,1.421e-06,0,3.5123e-07,2.4759e-05,8.8111e-06,1.31731117472271e-06,0,3.25601128710666e-07,2.29523626847006e-05,8.16816361125914e-06
ENSG00000196268,ZNF493,19,1.905,5,LOEUF5,0.964070305052081,1.7508e-06,0,8.5688e-08,1.7874e-05,6.3275e-06,1.68789429008518e-06,0,8.26092562993028e-08,1.72317926325009e-05,6.10015485521705e-06
ENSG00000196275,GTF2IRD2,7,1.165,4,LOEUF4,0.279159432527975,1.7369e-06,7.7574e-08,6.8321e-07,2.3567e-05,1.2639e-05,4.84872018357841e-07,2.16555138189252e-08,1.90724515897438e-07,6.5789503463868e-06,3.52829606772108e-06
ENSG00000196277,GRM7,3,0.244,1,LOEUF1_mu1,1.00419256616907,2.3905e-06,1.0071e-06,4.7746e-06,2.6543e-05,1.3141e-05,2.40052232942715e-06,1.01132233338887e-06,4.79461782643083e-06,2.66542832838255e-05,1.31960945120277e-05
ENSG00000196284,SUPT3H,6,1.258,4,LOEUF4,0.956451935670299,1.5349e-06,0,6.3751e-07,8.3664e-06,3.1971e-06,1.46805807606034e-06,0,6.09747673509172e-07,8.00205947459199e-06,3.05787248353151e-06
ENSG00000196290,NIF3L1,2,1.282,4,LOEUF4,0.923061390531308,1.1651e-06,0,1.2823e-07,1.1603e-05,4.501e-06,1.07545882610803e-06,0,1.1836416210783e-07,1.07102813143348e-05,4.15469931878142e-06
ENSG00000196296,ATP2A1,16,0.833,3,LOEUF3,0.920664128354797,3.375e-06,1.9813e-07,1.0484e-05,2.985e-05,1.8781e-05,3.10724143319744e-06,1.82411183750936e-07,9.65224272167169e-06,2.74818242313907e-05,1.72909929946314e-05
ENSG00000196305,IARS,9,0.768,3,LOEUF3,0.957507191147016,4.8121e-06,8.3925e-08,2.9117e-06,3.1738e-05,1.2986e-05,4.60762035451855e-06,8.03587910170133e-08,2.78797368846277e-06,3.0389363232624e-05,1.24341883842351e-05
ENSG00000196313,POM121,7,0.527,2,LOEUF2,0.936912842986641,1.8662e-06,0,1.2206e-07,3.3687e-05,1.7554e-05,1.74846674758167e-06,0,1.14359581614949e-07,3.1561782941691e-05,1.64465680457875e-05
ENSG00000196323,ZBTB44,11,0.142,1,LOEUF1_mu2,0.943669660233281,2.1038e-06,1.0526e-06,3.8544e-06,1.3547e-05,6.6137e-06,1.98529223119878e-06,9.93306684361551e-07,3.63728033840316e-06,1.27838928871803e-05,6.24114803188485e-06
ENSG00000196329,GIMAP5,7,1.883,5,LOEUF5,1.05101646545999,6.1546e-07,0,0,8.296e-06,3.9421e-06,6.46858593832004e-07,0,0,8.71923259745606e-06,4.14321200848982e-06
ENSG00000196335,STK31,7,0.425,2,LOEUF2,1.08097433237598,3.0195e-06,0,4.5479e-07,2.3925e-05,8.9456e-06,3.26400199660927e-06,0,4.91616316621272e-07,2.58623109020953e-05,9.66996398770257e-06
ENSG00000196337,CGB7,19,1.886,5,LOEUF5,0.944549481662809,3.8542e-07,0,2.8774e-07,7.3969e-06,3.2266e-06,3.6404826122248e-07,0,2.71784667853657e-07,6.98673806091163e-06,3.04768335753322e-06
ENSG00000196344,ADH7,4,1.617,5,LOEUF5,1.018933906221,8.4902e-07,0,6.0863e-07,1.0243e-05,4.2589e-06,8.65095265059749e-07,0,6.20153743343284e-07,1.04369400014217e-05,4.3395376132046e-06
ENSG00000196345,ZKSCAN7,3,0.716,2,LOEUF2,0.978121883077422,2.1357e-06,0,8.3366e-07,1.8909e-05,7.061e-06,2.08897490568845e-06,0,8.15421089046323e-07,1.8495306687111e-05,6.90651861640967e-06
ENSG00000196350,ZNF729,19,0.947,3,LOEUF3,1.066584006659,1.9278e-06,0,2.4835e-08,2.8118e-05,1.0014e-05,2.05616064803721e-06,0,2.64886138053761e-08,2.99902090992376e-05,1.06807722426832e-05
ENSG00000196352,CD55,1,1.273,4,LOEUF4,1.04527231632975,2.4185e-06,1.7404e-07,5.7167e-07,1.9083e-05,6.9739e-06,2.52799109704351e-06,1.8191919393403e-07,5.97550825076231e-07,1.99469316125207e-05,7.28962460685208e-06
ENSG00000196353,CPNE4,3,0.473,2,LOEUF2,0.95733369214303,1.8889e-06,2.5136e-06,5.1455e-06,9.6564e-06,6.8881e-06,1.80830761108897e-06,2.40635396857072e-06,4.92596051292196e-06,9.24439706480996e-06,6.59421020485041e-06
ENSG00000196357,ZNF565,19,0.818,3,LOEUF3,0.907200070884887,1.5277e-06,5.9675e-08,9.829e-07,1.4886e-05,6.5047e-06,1.38592954829084e-06,5.41371642300557e-08,8.91686949672756e-07,1.35045802551924e-05,5.90106430108493e-06
ENSG00000196358,NTNG2,9,0.201,1,LOEUF1_mu2,0.988139741816379,1.4417e-06,2.5889e-06,5.9379e-06,1.3991e-05,1.0736e-05,1.42460106577667e-06,2.55819497758842e-06,5.86747497293148e-06,1.3825063127753e-05,1.06086682681406e-05
ENSG00000196361,ELAVL3,19,0.462,2,LOEUF2,0.941063392178019,9.7136e-07,5.0651e-06,4.2475e-06,8.7061e-06,9.1382e-06,9.14111336626041e-07,4.76658018772089e-06,3.99716675827614e-06,8.19299199864105e-06,8.59962549040117e-06
ENSG00000196363,WDR5,9,0.124,1,LOEUF1_mu2,0.928438011745855,1.576e-06,2.6814e-06,4.9833e-06,3.9391e-06,6.6391e-06,1.46321830651147e-06,2.48951368469534e-06,4.62668514393312e-06,3.6572101720681e-06,6.1639928037819e-06
ENSG00000196365,LONP1,19,0.244,1,LOEUF1_mu1,1.2805288307588,2.6628e-06,8.1495e-07,7.1644e-06,3.5052e-05,2.2689e-05,3.40979217054452e-06,1.04356697062688e-06,9.17422075508833e-06,4.48850965757574e-05,2.90539186410863e-05
ENSG00000196367,TRRAP,7,0.06,1,LOEUF1_mu1,0.979304976755701,1.2126e-05,1.89e-05,4.3177e-05,8.9294e-05,6.917e-05,1.18750521481396e-05,1.85088640606827e-05,4.22834509813809e-05,8.74460585944235e-05,6.77385252421918e-05
ENSG00000196371,FUT4,11,1.137,4,LOEUF4,1.30738893697356,9.8511e-07,1.1936e-07,1.2903e-06,1.4598e-05,7.9258e-06,1.28792191570203e-06,1.56049943517165e-07,1.68692394537699e-06,1.90852637019401e-05,1.03621032366651e-05
ENSG00000196372,ASB13,10,1.778,5,LOEUF5,1.07469682886311,7.4195e-07,0,1.1677e-06,1.1965e-05,7.6904e-06,7.97371312174984e-07,0,1.25492348706345e-06,1.28587475573471e-05,8.26484849268886e-06
ENSG00000196376,SLC35F1,6,0.341,1,LOEUF1_mu2,0.965021418624471,1.4876e-06,5.5011e-07,1.1534e-06,9.7073e-06,4.9007e-06,1.43556586234576e-06,5.30867932599508e-07,1.11305570424147e-06,9.36775241701333e-06,4.72928046625295e-06
ENSG00000196378,ZNF34,8,0.721,2,LOEUF2,0.959135846799733,1.3005e-06,1.4851e-07,9.8402e-07,1.6776e-05,7.15e-06,1.24735616876305e-06,1.42441264608228e-07,9.43808855967874e-07,1.60904629659123e-05,6.85782130461809e-06
ENSG00000196387,ZNF140,12,1.699,5,LOEUF5,1.03797898193168,1.1292e-06,0,3.4662e-07,1.197e-05,4.1366e-06,1.17208586639726e-06,0,3.5978427471716e-07,1.24246084137222e-05,4.2937038566586e-06
ENSG00000196388,INCA1,17,1.799,5,LOEUF5,0.986877777409698,3.6482e-07,0,2.6843e-08,6.5359e-06,2.5668e-06,3.60032750754606e-07,0,2.64907601790085e-08,6.45013446537205e-06,2.53311787905521e-06
ENSG00000196391,ZNF774,15,1.484,5,LOEUF5,0.925281867622663,1.0451e-06,0,1.2788e-06,1.1482e-05,5.5096e-06,9.67012079852445e-07,0,1.18325045231586e-06,1.06240864040434e-05,5.09793297785382e-06
ENSG00000196396,PTPN1,20,0.382,1,LOEUF1_mu2,0.922380203572201,1.8666e-06,2.5219e-06,3.8232e-06,8.378e-06,6.5636e-06,1.72171488798787e-06,2.32615063538873e-06,3.52644399429724e-06,7.7277013455279e-06,6.0541347041665e-06
ENSG00000196405,EVL,14,0.238,1,LOEUF1_mu2,0.943277975055821,1.3619e-06,2.6495e-07,2.0685e-06,1.3421e-05,7.1175e-06,1.28465027422852e-06,2.4992149949104e-07,1.95117049140297e-06,1.26597337032242e-05,6.71378098745981e-06
ENSG00000196407,THEM5,1,1.869,5,LOEUF5,0.911573347132669,5.5992e-07,0,0,7.0447e-06,3.3017e-06,5.10408148526524e-07,0,0,6.42176075854551e-06,3.00974172022793e-06
ENSG00000196408,NOXO1,16,1.619,5,LOEUF5,1.44705901667723,7.7734e-07,0,8.7482e-08,1.1505e-05,5.5793e-06,1.12485685602388e-06,0,1.26591616896957e-07,1.66484139868715e-05,8.07357637174727e-06
ENSG00000196411,EPHB4,7,0.422,1,LOEUF1_mu1,1.04224785489092,3.4757e-06,2.6019e-06,7.4421e-06,3.8081e-05,2.2093e-05,3.62254086924438e-06,2.71182469364069e-06,7.75651276088374e-06,3.96898405621012e-05,2.30263818581052e-05
ENSG00000196415,PRTN3,19,1.647,5,LOEUF5,1.32803882207751,7.0005e-07,0,3.1263e-07,9.4315e-06,4.4282e-06,9.29693577395359e-07,0,4.15184776946091e-07,1.2525398150424e-05,5.88082151192362e-06
ENSG00000196417,ZNF765,19,1.959,5,LOEUF5,0.95177817216236,1.0747e-06,0,5.5025e-08,1.3785e-05,5.1648e-06,1.02287600162289e-06,0,5.23715939232339e-08,1.31202621032581e-05,4.91574390358416e-06
